Unnamed: 0,text,true_label,pred_label,num_words
150,"“Then Tha called us all together and said: ‘The first of your masters has brought Death into the Jungle, and the second Shame. Now it is time there was a Law, and a Law that ye must not break. Now ye shall know Fear, and when ye have found him ye shall know that he is your master, and the rest shall follow.’ Then we of the jungle said, ‘What is Fear?’ And Tha said, ‘Seek till ye find.’ So we went up and down the Jungle seeking for Fear, and presently the buffaloes——”",1,1,94
151,"O—ah—Gad—yes, so do I exactly, Miss Sharp, the other enthusiast replied. ""You don't mind my cigar, do you, Miss Sharp?"" Miss Sharp loved the smell of a cigar out of doors beyond everything in the world—and she just tasted one too, in the prettiest way possible, and gave a little puff, and a little scream, and a little giggle, and restored the delicacy to the Captain, who twirled his moustache, and straightway puffed it into a blaze that glowed quite red in the dark plantation, and swore—""Jove—aw—Gad—aw—it's the finest segaw I ever smoked in the world aw,"" for his intellect and conversation were alike brilliant and becoming to a heavy young dragoon.",1,1,112
152,He seemed to understand that he had found a friend. He came willingly.,1,0,13
153,After breakfast he put on his snowsuit and ran outside. The snow was piled up very high along the street to make a path for walking.,0,0,26
154,"“Don’t put it in that way, cousin Julia. Lately Lily has been a good deal with the Dorsets, and he seems to admire her—but of course that’s only natural. And I’m sure there is no truth in the horrid things people say; but she HAS been spending a great deal of money this winter. Evie Van Osburgh was at Celeste’s ordering her trousseau the other day—yes, the marriage takes place next month—and she told me that Celeste showed her the most exquisite things she was just sending home to Lily. And people say that Judy Trenor has quarrelled with her on account of Gus; but I’m sure I’m sorry I spoke, though I only meant it as a kindness.”",1,1,119
155,"The youth and his friend had a small scuffle over the flag. “Give it t’ me!” “No, let me keep it!” Each felt satisfied with the other’s possession of it, but each felt bound to declare, by an offer to carry the emblem, his willingness to further risk himself. The youth roughly pushed his friend away.",1,1,56
156,"Even I found some relief in our change of living. If nothing else, I was escaping from the organized ostracism that had been our increasing portion in the university town ever since the enmity of the nascent Oligarchy had been incurred. And the change was to me likewise adventure, and the greatest of all, for it was love-adventure. The change in our fortunes had hastened my marriage, and it was as a wife that I came to live in the four rooms on Pell Street, in the San Francisco slum.",1,1,90
157,The Indian was gone.,0,0,4
158,But when he woke up his dream was gone. The snow was still everywhere. New snow was falling!,0,0,18
159,"With the aurora borealis flaming coldly overhead, or the stars leaping in the frost dance, and the land numb and frozen under its pall of snow, this song of the huskies might have been the defiance of life, only it was pitched in minor key, with long-drawn wailings and half-sobs, and was more the pleading of life, the articulate travail of existence. It was an old song, old as the breed itself—one of the first songs of the younger world in a day when songs were sad. It was invested with the woe of unnumbered generations, this plaint by which Buck was so strangely stirred.",2,2,105
160,"Down at the river, the Others made their usual ineffectual threats. Their leader, a one-eared man-ape of Moon-Watcher's size and age, but in poorer condition, even made a brief foray toward the tribe's territory, screaming loudly and waving his arms in an attempt to scare the opposition and to bolster his own courage.",2,2,53
161,"Honoured sir, honoured sir,’ cried Marmeladov recovering himself— ‘Oh, sir, perhaps all this seems a laughing matter to you, as it does to others, and perhaps I am only worrying you with the stupidity of all the trivial details of my home life, but it is not a laughing matter to me. For I can feel it all…. And the whole of that heavenly day of my life and the whole of that evening I passed in fleeting dreams of how I would arrange it all, and how I would dress all the children, and how I should give her rest, and how I should rescue my own daughter from dishonour and restore her to the bosom of her family…. And a great deal more",2,2,125
162,"I am lucky my domain has three windowed walls. I can see the whole mall and a bit of the world beyond: the frantic pinball machines, the pink billows of cotton candy, the vast and treeless parking lot.",0,0,38
163,"“No,” said Joe, “it’s a kind of family name what he gave himself when a infant, and is called by.”",2,1,20
164,“Will you give me four pennies until tomorrow?”,0,0,8
165,"“I was thinking about people,” said Polynesia. “People make me sick. They think they’re so wonderful. The world has been going on now for thousands of years, hasn’t it? And the only thing in animal-language that people have learned to understand is that when a dog wags his tail he means ‘I’m glad!’—It’s funny, isn’t it? You are the very first man to talk like us.",1,1,66
166,“Dear old Africa!” sighed Polynesia. “It’s good to get back. Just think—it’ll be a hundred and sixty-nine years to-morrow since I was here! And it hasn’t changed a bit!—Same old palm-trees; same old red earth; same old black ants! There’s no place like home!”,1,1,44
167,"“This must be a simply enormous wardrobe!” thought Lucy, going still further in and pushing the soft folds of the coats aside to make room for her. Then she noticed that there was something crunching under her feet. “I wonder is that more mothballs?” she thought, stooping down to feel it with her hand. But instead of feeling the hard, smooth wood of the floor of the wardrobe, she felt something soft and powdery and extremely cold. “This is very queer,” she said, and went on a step or two further",0,0,91
168,"My father said nothing. He was a tall man, though not so tall as Captain Orlov, and he stood with his bare shoulders thrown back, thinking about what the Russian had said. He was in no hurry to reply because the Aleuts had come before to hunt otter. That was long in the past, but my father still remembered them.",0,0,60
169,"They spent the night right there by the road, the men taking shifts to keep watch. The next morning, they began walking again. Salva stayed in the midst of the crowd with the other villagers from Loun-Ariik.",1,1,37
170,"Human's don't always seem to recognize what I've drawn. They squint, cock their heads, murmur. I'll draw a banana, a perfectly lovely banana, and they'll say, ""It's a yellow airplane!"" or ""It's a duck without wings!""",0,0,36
171,"As I watched him disappear in the twilight shadows, I whispered these words: “Good-bye, old fellow. Good luck, and good hunting!”",1,1,21
172,Mr. and Mrs. Duncan looked at each other with great sorrow.,0,0,11
173,"It was almost dark when he came to the rocks, but there, way out in the ocean, was the patch of green. He sat down and rested a while, remembering that the cat had said, ""If you can, go out to the island at night, because then the wild animals won't see you coming along the rocks and you can hide when you get there."" So my father picked seven more tangerines, put on his black rubber boots, and waited for dark.",0,0,82
174,"Sambo, who flung open the door and announced Mr. Joseph, followed grinning, in the Collector's rear, and bearing two handsome nosegays of flowers, which the monster had actually had the gallantry to purchase in Covent Garden Market that morning—they were not as big as the haystacks which ladies carry about with them now-a-days, in cones of filigree paper; but the young women were delighted with the gift, as Joseph presented one to each, with an exceedingly solemn bow.",1,1,78
175,"If there were something in these wise old dogs that did not perish utterly with death, Emma used to think to herself, what generations of ghost-dogs there must be out on those hills, that Martha had reared and fed and tended and spoken a last good-bye word to in that old kitchen.  And what memories she must have of human generations that had passed away in her time.  It was difficult for anyone, let alone a stranger like Emma, to get her to talk of the days that had been; her shrill, quavering speech was of doors that had been left unfastened, pails that had got mislaid, calves whose feeding-time was overdue, and the various little faults and lapses that chequer a farmhouse routine.  Now and again, when election time came round, she would unstore her recollections of the old names round which the fight had waged in the days gone by.",1,0,152
176,"“Nothing. Stangerson had Drebber’s purse in his pocket, but it seems that this was usual, as he did all the paying. There was eighty odd pounds in it, but nothing had been taken. Whatever the motives of these extraordinary crimes, robbery is certainly not one of them. There were no papers or memoranda in the murdered man’s pocket, except a single telegram, dated from Cleveland about a month ago, and containing the words, ‘J. H. is in Europe.’ There was no name appended to this message.”",2,2,86
177,"“But they aren’t countries at all,” said Lucy, almost laughing. “It’s only just back there — at least — I’m not sure. It is summer there.”",0,0,26
178,"She did not move. “Tell me the truth, tell me the truth,” he kept on saying. He felt as if his forehead would burst. She seemed contracted, petrified. She did not move. “Tell me the truth,” he repeated, when suddenly that old man Breitkopf popped his head in carrying the Times; stared at them; gaped; and went away. They neither of them moved. “Tell me the truth,” he repeated. He felt that he was grinding against something physically hard; she was unyielding. She was like iron, like flint, rigid up the backbone. And when she said, “It’s no use. It’s no use. This is the end”--after he had spoken for hours, it seemed, with the tears running down his cheeks--it was as if she had hit him in the face. She turned, she left him, went away.",2,2,137
179,"Their home from the outside looked like a prison, with iron bars before the door and lower windows. The iron bars were a relic of the old régime, and no one had ever thought of dislodging them. At the side was a high fence enclosing the garden. A gate or door opening upon the street was locked. Edna rang the bell at this side garden gate, and stood upon the banquette, waiting to be admitted.",2,2,75
180,"""I hope that if I pour water over my head, it will help me to think of a story,"" said Toad.",0,0,21
181,"But for the past few days he had spoken to them about only one thing: the girl, the daughter of a merchant who lived in the village they would reach in about four days. He had been to the village only once, the year before. The merchant was the proprietor of a dry goods shop, and he always demanded that the sheep be sheared in his presence, so that he would not be cheated. A friend had told the boy about the shop, and he had taken his sheep there.",1,1,90
182,"I was surprised that he gave his real name to a stranger. Everyone in our tribe had two names, the real one which was secret and was seldom used, and one which was common, for if people use your secret name it becomes worn out and loses its magic. Thus I was known as Won-a-pa-lei, which means The Girl with the Long Black Hair, though my secret name is Karana. My father's secret name was Chowig. Why he gave it to a stranger I do not know.",0,1,87
183,Melanie’s mother was in the kitchen putting hot dog sandwiches and fruit salad on the table. When Melanie introduced April she could tell that her mother was surprised by the eyelashes and hairdo and everything. She probably didn’t realize that kids dressed a little differently in Hollywood.,1,1,47
184,“Narnia? What’s that?” said Lucy.,0,0,5
185,"“Oh, do not repeat what I then said. These recollections will not do at all. I assure you that I have long been most heartily ashamed of it.”",2,2,28
186,"My mother spoke German during her childhood in America and was stoned for it during the First World War by the children at school. My German-speaking father, dead since I was nine, came from some manic-depressive hamlet in the black heart of Prussia. My younger brother was at that moment on the Experiment in International Living in Berlin and speaking German like a native. What I didn’t say was that each time I picked up a German dictionary or a German book, the very sight of those dense, black, barbed-wire letters made my mind shut like a clam.",2,2,98
187,"It must be the top drawer,’ he reflected. ‘So she carries the keys in a pocket on the right. All in one bunch on a steel ring…. And there’s one key there, three times as big as all the others, with deep notches; that can’t be the key of the chest of drawers … then there must be some other chest or strong-box … that’s worth knowing. Strongboxes always have keys like that … but how degrading it all is.’",2,2,80
188,"“Let's make a slide,” cried Little Joe Otter.",0,0,8
189,"“Here’s your opener,” said the man, “if that’s what you’re looking for. Here, you get the glasses and I’ll open the bottles. We’re in kind of a hurry. Got to catch a train.”",0,2,33
190,"They cussed Jim considerble, though, and give him a cuff or two side the head once in a while, but Jim never said nothing, and he never let on to know me, and they took him to the same cabin, and put his own clothes on him, and chained him again, and not to no bed-leg this time, but to a big staple drove into the bottom log, and chained his hands, too, and both legs, and said he warn’t to have nothing but bread and water to eat after this till his owner come, or he was sold at auction because he didn’t come in a certain length of time, and filled up our hole, and said a couple of farmers with guns must stand watch around about the cabin every night, and a bulldog tied to the door in the daytime; and about this time they was through with the job and was tapering off with a kind of generl good-bye cussing, and then the old doctor comes and takes a look, and says:",2,2,176
191,"""Help!"" said Toad. ""I cannot see anything.""",0,0,7
192,"The window rattled madly in the wind, and she pulled the quilt close about her. Curled up on one of her pillows a gray fluff of kitten yawned, showing its pink tongue, tucked its head under again, and went back to sleep.",0,0,42
193,"“Dilsey,” Mrs Compson said on the stairs.",2,0,7
194,"The building is still there overlooking Ketchikan Creek, next to the great Chief Johnson totem pole with Raven and Fog Woman at the corner of Mission Street and Stedman Street. I worked on the library table with my Hermes portable typewriter and a fountain pen. Once I saw what I’d typed, I immediately edited with a fountain pen. Every day I read the previous day’s writing to get myself started again. Luckily I was in the early stages when I didn’t have much manuscript or many notes, because of cou",2,2,90
195,“What is the lowest you will take for him?” said the farmer as I came back.,1,0,16
196,"When school broke up briefly for Weihnachten, Liesel even afforded Sister Maria a “merry Christmas” before going on her way. Knowing that the Hubermanns were essentially broke, still paying off debts and paying rent quicker than the money could come in, she was not expecting a gift of any sort. Perhaps only some better food.",2,2,55
197,"“What happened to your finger?” asked Abuelita. “A big thorn,” said Esperanza. Abuelita nodded and said thoughtfully, “No hay rosa sin espinas. There is no rose without thorns.”",1,1,28
198,"The Indian opened his mouth and a stream of words, spoken in that loud-tiny voice, came out, not one of which Omri could understand.",0,0,24
199,"To the Leadenhall Street Post Office, to be left till called for. He said that if they were sent to the office he would be chaffed by all the other clerks about having letters from a lady, so I offered to typewrite them, like he did his, but he wouldn’t have that, for he said that when I wrote them they seemed to come from me, but when they were typewritten he always felt that the machine had come between us. That will just show you how fond he was of me, Mr. Holmes, and the little things that he would think of.”",2,2,103
200,"You would have thought it had been five years instead of five days since I'd seen him last, but I didn't mind. I like ol' Two-Bit; he's a good buddy to have. He spun me into Steve, who gave me a playful slap on my bruised back and shoved me across the room. One of the eggs went flying. It landed on the clock and I tightened my grip on the other one, so that it crushed and ran all over my hand.",1,1,83
201,My domain is made of thick glass and rusty metal and rough cement. Stella's domain is made of metal bars. The sun bears' domain is wood; the parrots' is wire mesh.,0,0,31
202,"“And you saw what a general strike would do,” Ernest went on. “We stopped the war with Germany. Never was there so fine a display of the solidarity and the power of labor. Labor can and will rule the world. If you continue to stand with us, we’ll put an end to the reign of capitalism. It is your only hope. And what is more, you know it. There is no other way out. No matter what you do under your old tactics, you are doomed to defeat, if for no other reason because the masters control the courts.”",1,1,99
203,"teresting possibility for exploring, but April was really looking for something else at the moment. A drugstore might do or perhaps a beauty shop. When Dorothea and Nick, Dorothea’s agent and good friend, had put April on the bus the morning before, they had each slipped her some money. It added up to quite a bit more than April was used to having all at once, and she wanted to make some purchases before Caroline found out about it. Not that she really thought that Caroline would take the money away, but it would be just like a grandmother to insist that it be spent on something “sensible” like new shoes or a school dress.",1,1,115
204,"Resisting the slow touch of a frozen finger tracing out my spine, I showed him how that this figure must be a deception of his sense of sight; and how that figures, originating in disease of the delicate nerves that minister to the functions of the eye, were known to have often troubled patients, some of whom had become conscious of the nature of their affliction, and had even proved it by experiments upon themselves.  “As to an imaginary cry,” said I, “do but listen for a moment to the wind in this unnatural valley while we speak so low, and to the wild harp it makes of the telegraph wires.”",1,2,111
205,"“The ring, man, the ring: that was what he came back for. If we have no other way of catching him, we can always bait our line with the ring. I shall have him, Doctor—I’ll lay you two to one that I have him. I must thank you for it all. I might not have gone but for you, and so have missed the finest study I ever came across: a study in scarlet, eh? Why shouldn’t we use a little art jargon. There’s the scarlet thread of murder running through the colourless skein of life, and our duty is to unravel it, and isolate it, and expose every inch of it. And now for lunch, and then for Norman Neruda. Her attack and her bowing are splendid. What’s that little thing of Chopin’s she plays so magnificently: Tra-la-la-lira-lira-lay.”",2,2,139
206,"But Reddy Fox and Peter Rabbit and Bobby Coon and Johnny Chuck and Jimmy Skunk and Happy Jack and Striped Chipmunk couldn't swim, so of course they couldn't play tag in the water or hide and seek or go down the slippery slide; all they could do was sit around to look on and wish that they knew how to swim, too. So of course they didn't have a good time. Soon they began to wish that they hadn't come to Jerry Muskrat's party. When he found that they were not having a good time, poor Jerry Muskrat felt very badly indeed. You see he lives in the water so much that he had quite forgotten that there was anyone who couldn't swim, or he never, never would have invited all the little meadow folks who live on dry land.",0,0,140
207,The soldier was holding the gun with only one hand. He was not aiming it; he was using it to lift Salva's chin so he could get a better look at his face.,1,1,33
208,"As Jerry took another deep breath, a pain appeared, distant, small--- a radar signal of distress. Bleep, I'm here. Pain. His feet scuffled through crazy cornflake leaves. A strange happiness invaded him. He knew he'd been massacred by the oncoming players, capsized and dumped humiliatingly on the ground. But he'd survived--- he'd gotten to his feet. ""You'd made a better end."" Was the Coach thinking he might try him at end? Any position, as long as he made the team. The bleep grew larger, localized now, between his ribs on the right side. He thought of his mother and how drugged she was at the end, not recognizing anyone, neither Jerry nor his father. The exhilaration of the moment vanished and he sought it in vain, like seeking ecstasy's memory an instant after jacking off and encountering only shame and guilt. Nausea began to spread through his stomach, warm and oozy and evil. ""Hey,"" he called weakly. To nobody. Nobody there to listen.",2,2,163
209,"“Halloa, Mr. Pip,” said he; “how do you do? I should hardly have thought this was your beat.”",2,1,18
210,"He nodded to them as they went off down through the fields. He was, indeed, not sorry to be left thus for a quiet moment of reflection. The air was balmy, not too much heat in the sun; the prospect a fine one, a remarka.... His head fell a little to one side; he jerked it up and thought: Odd! He—ah! They were waving to him from the bottom! He put up his hand, and moved it more than once. They were active—the prospect was remar.... His head fell to the left, he jerked it up at once; it fell to the right. It remained there; he was asleep.",1,2,109
211,"“Just before I came downstairs Tring was speaking to my uncle as if he were just a common servant. And my uncle instead of being angry seemed to be trying to please the student. At last Tring said: ‘This, now, you must do. You must learn the secret which will change brass into gold. Once you have gold, then you have the power to do all that man can do. You can go about over the earth and see all that there is to see, you can study with the most famous masters and buy all that you please.’ He repeated over and over again the word ‘gold,’ and it seemed to me that while he was speaking my uncle was working at something, for he never answered a word.”",1,1,130
212,"Anne went to bed that night speechless with misery because Matthew had said the wind was round northeast and he feared it would be a rainy day to-morrow. The rustle of the poplar leaves about the house worried her, it sounded so like pattering rain-drops, and the dull, faraway roar of the gulf, to which she listened delightedly at other times, loving its strange, sonorous, haunting rhythm, now seemed like a prophecy of storm and disaster to a small maiden who particularly wanted a fine day. Anne thought that the morning would never come.",0,0,94
213,She murmured back: “I think Zeena wants I should go with Jotham.”,2,2,12
214,"“Ah! who? I would call your attention very particularly to two points. One is that the murdered man had an appointment with someone at the pool, and that the someone could not have been his son, for his son was away, and he did not know when he would return. The second is that the murdered man was heard to cry ‘Cooee!’ before he knew that his son had returned. Those are the crucial points upon which the case depends. And now let us talk about George Meredith, if you please, and we shall leave all minor matters until to-morrow.”",2,2,100
215,"None of them answered, but my father, who was one of those hidden among the rocks, came forward down the sloping beach. He thrust his spear into the sand.",0,0,29
216,It was a stick - a stick that was just right for smacking a snow-covered tree.,0,0,16
217,"“Kindly look her up in my index, Doctor,” murmured Holmes without opening his eyes. For many years he had adopted a system of docketing all paragraphs concerning men and things, so that it was difficult to name a subject or a person on which he could not at once furnish information. In this case I found her biography sandwiched in between that of a Hebrew rabbi and that of a staff-commander who had written a monograph upon the deep-sea fishes.",2,2,80
218,"Yet that did not happen. Thirty years later, nearly all of Watson and Crick’s scientific colleagues were engaged in another sort of enterprise entirely. Research in molecular genetics had become a vast, multibillion-dollar commercial undertaking, and its origins can be traced not to 1953 but to April 1976.",2,2,48
219,"“Then we can’t possibly speak about it now,” said Sir Lulworth; “no one could talk seriously during a borshch.  A beautifully constructed borshch, such as you are going to experience presently, ought not only to banish conversation but almost to annihilate thought.  Later on, when we arrive at the second stage of olives, I shall be quite ready to discuss that new book on Borrow, or, if you prefer it, the present situation in the Grand Duchy of Luxemburg.  But I absolutely decline to talk anything approaching business till we have finished with the bird.”",1,2,95
220,"“Possible?” The old man’s voice quavered the word into a whole flock of syllables. “Many things are possible.” “That’s what I think, too. A lot of people don’t think so, though. When I told Nick—he’s my mother’s agent—about the high priestess thing he just laughed. He said, ‘I don’t know about those other reincarnations, kiddo, but in this one you’re a nut.’ ”",1,1,63
221,"Towards the end of his life he moved to London, where, building on until he died, he was buried at Highgate. He left over thirty thousand pounds between his ten children. Old Jolyon alluded to him, if at all, as “A hard, thick sort of man; not much refinement about him.” The second generation of Forsytes felt indeed that he was not greatly to their credit. The only aristocratic trait they could find in his character was a habit of drinking Madeira.",1,1,82
222,"The village was about a mile off, and the doctor's house was the last in it. We went along gayly enough till we came to his gate. There was a short drive up to the house between tall evergreens.",1,1,39
223,"He returned to America in 1912 because of one of his grandfather's sudden illnesses, and after an excessively tiresome talk with the perpetually convalescent old man he decided to put off until his grandfather's death the idea of living permanently abroad. After a prolonged search he took an apartment on Fifty-second Street and to all appearances settled down.",1,2,58
224,"“I don’t want him to grow up to be dumb like me,” Meg had said.",0,0,15
225,"“I thought you were with my mother,” he exclaimed.",1,0,9
226,"“I can't say,” he replied, “but the dealers and the horse-doctors know it very well. I was at a dealer's once, who was training me and another horse to go as a pair; he was getting our heads up, as he said, a little higher and a little higher every day. A gentleman who was there asked him why he did so. 'Because,' said he, 'people won't buy them unless we do. The London people always want their horses to carry their heads high and to step high. Of course it is very bad for the horses, but then it is good for trade. The horses soon wear up, or get diseased, and they come for another pair.' That,” said Max, “is what he said in my hearing, and you can judge for yourself.”",1,1,134
227,"Peter was so glad that he rose from the floor, where they had been sitting, and hurried to the window.",0,0,20
228,"Mowgli looked—stared, rather—as insolently as he knew how, and in a minute Shere Khan turned away uneasily. “Man-cub this, and Man-cub that,” he rumbled, going on with his drink, “the cub is neither man nor cub, or he would have been afraid. Next season I shall have to beg his leave for a drink. Augrh!”",1,1,55
229,"But if a fault may be found with her arrangements, it is this, that she was too eager: she managed rather too well; undoubtedly she made Miss Crawley more ill than was necessary; and though the old invalid succumbed to her authority, it was so harassing and severe, that the victim would be inclined to escape at the very first chance which fell in her way. Managing women, the ornaments of their sex—women who order everything for everybody, and know so much better than any person concerned what is good for their neighbours, don't sometimes speculate upon the possibility of a domestic revolt, or upon other extreme consequences resulting from their overstrained authority.",1,1,113
230,"To cast thee up again. What may this mean That thou, dead corse, again in complete steel, Revisits thus the glimpses of the moon, Making night hideous, and we fools of nature So horridly to shake our disposition",2,1,38
231,"He had waited a long time for this special December. Now that it was almost upon him, he wasn’t frightened, but he was . . . eager, he decided. He was eager for it to come. And he was excited, certainly. All of the Elevens were excited about the event that would be coming so soon",1,1,56
232,Diana gasped and stared at Anne to see if she meant it.,0,0,12
233,"I didn’t have a literary agent then to explain that publishers preferred novels. I had no intention of writing anything but short stories for Viking Press; I felt confident about the short story as a genre, but aside from being a voracious reader of novels from age ten, I neglected to take that course the English Department offered on The Novel. No way I was going to mess with success. Short stories, that’s what I’d write. I used my writer’s grant from the National Endowment for the Arts to pay for day care for Caz while Robert was in school.",2,2,100
234,"Still, without reason, as we stood there by the hedge, we felt our lips drawn tight with hatred, a sudden hatred for all our brother men. And the Golden One saw it and smiled slowly, and there was in their smile the first sadness we had seen in them. We think that in the wisdom of women the Golden One had understood more than we can understand.",1,1,67
235,"Tormented by the wish to see his father and his fairy sister with azure hair, he raced like a greyhound. As he ran, he was splashed with mud even up to his cap.",0,0,33
236,"okes on them if she wanted to. Doreen singled me out right away. She made me feel I was that much sharper than the others, and she really was wonderfully funny. She used to sit next to me at the conference table, and when the visiting celebrities were talking she’d whisper witty sarcastic remarks to me under her breath.",2,2,59
237,"Nana smiled demurely when he said this. She waited until he had left the kolba, before snickering and saying, “The children of strangers get ice cream. What do you get, Mariam? Stories of ice cream.”",2,2,35
238,So Amelia Bedelia sat right down and she drew those drapes.,0,0,11
239,"“Papi, this is my favorite time of year,” she said, watching the brightly colored shirts of the workers slowly moving among the arbors. Wagons rattled back and forth from the fields to the big barns where the grapes would be stored until they went to the winery.",1,1,47
240,"“Dance away, my little man,” said Peter, who was in high good humour.",0,0,13
241,"Carrying a bottle of milk, Fern sat down under the apple tree inside the yard. Wilbur ran to her and she held the bottle for him while he sucked. When he had finished the last drop, he grunted and walked sleepily into the box. Fern peered through the door. Wilbur was poking the straw with his snout. In a short time he had dug a tunnel in the straw. He crawled into the tunnel and disappeared from sight, completely covered with straw. Ferm was enchanted. It relieved her mind to know that her baby would sleep covered up, and would stay warm.",0,0,102
242,“But how about the voice?” she inquired.,1,0,7
243,"The years and hours of her life came back to her, and for a long time, in a stillness broken only by the ticking of the big bronze clock, she passed them in review. It had been a very happy life and she had been a very fortunate person—this was the truth that seemed to emerge most vividly. She had had the best of everything, and in a world in which the circumstances of so many people made them unenviable it was an advantage never to have known anything particularly unpleasant. It appeared to Isabel that the unpleasant had been even too absent from her knowledge, for she had gathered from her acquaintance with literature that it was often a source of interest and even of instruction. Her father had kept it away from her—her handsome, much loved father, who always had such an aversion to it.",1,1,147
244,"“The truth is, he didn’t even hold you until you were a month old. And then only to look down once, comment on your longish face, and hand you back to me.”",2,1,32
245,"The store was called A–Z, and its dusty show windows were crammed with a weird clutter of old and exoticlooking objects—huge bronze oriental vases next to some beat-up old pots and pans. An old-fashioned crank telephone, a primitive-looking wooden mask and a treadle sewing machine. Two kerosene lamps and a huge broad-bladed knife with a carved ivory handle. April felt a tiny tingle of excitement. She always felt that way about old stuff. It had been one of the few things that she and Dorothea didn’t agree on. Dorothea always said, “I’ll take mine new and shiny.”",1,1,97
246,"Jess pumped his arms harder and bent his head for the distant fence. He could hear the third-grade boys screaming him on. They would follow him around like a country-music star. And May Belle would pop her buttons. Her brother was the fastest, the best. That ought to give the rest of the first grade something to chew their cuds on.",0,0,61
247,"Yet as we stand at night in the great hall, removing our garments for sleep, we look upon our brothers and we wonder. The heads of our brothers are bowed. The eyes of our brothers are dull, and never do they look one another in the eyes. The shoulders of our brothers are hunched, and their muscles are drawn, as if their bodies were shrinking and wished to shrink out of sight. And a word steals into our mind, as we look upon our brothers, and that word is fear.",1,1,90
248,"“I see it.” The alchemist glanced at it; the instant’s relaxation proved fatal, however, for with the moment the under man’s right hand came clear and tore the alchemist’s grip from his throat. In the struggle that followed, the alchemist was no match for the lithe and wiry Cossack. They rolled back and forth across the floor, tight in each other’s arms, they broke table legs, they brought down crockery from the shelves, they crashed into walls—and through all this the Cossack little by little overcame the advantage which the other had held in the beginning. First he twisted his legs in such fashion that he caught Pan Kreutz’s body as if in a vise, a trick that he had learned in the old days in the Ukraine, then he snapped his hands free from the other’s grip and wound his arms in under his shoulders. Tighter and tighter he drew arms and legs until the alchemist’s bones began to send out cracking noises; then with a quick movement he had reversed their positions and it was he who was on top and the alchemist underneath. “Smash!” He had bumped the man’s head against the floor with all his force, a blow sufficient to stun a giant, and in an instant had tossed him against the wall.",1,2,217
249,"""Mr. Pats? Well, do come in, and leave your coat there."" She pointed to a chair and changed her inflection to a deprecatory laugh full of minute gasps. ""This is really lovely—lovely. Why, Richard, you haven't been here for so long—no!—no!"" The latter monosyllables served half as responses, half as periods, to some vague starts from Dick. ""Well, do sit down and tell me what you've been doing.""",1,1,68
250,"Four men gingerly carried the crate from the wagon into a small, high-walled back yard. A stout man, with a red sweater that sagged generously at the neck, came out and signed the book for the driver. That was the man, Buck divined, the next tormentor, and he hurled himself savagely against the bars. The man smiled grimly, and brought a hatchet and a club.",2,1,65
251,"He walked jauntily away, being hungry, and the unfortunate Matthew was left to do that which was harder for him than bearding a lion in its den—walk up to a girl—a strange girl—an orphan girl—and demand of her why she wasn’t a boy. Matthew groaned in spirit as he turned about and shuffled gently down the platform towards her.",0,0,59
252,"He was not himself today and had not slept the previous night. He was going on fourteen. He was sick of being little. All night he had not slept and at dawn he left the cottage. The sun was rising, and the ground in the park was covered with the long, dewy, openwork shade of trees. The shade was not black, but of a dark gray color, like wet felt. The stupefying fragrance of morning seemed to come precisely from that damp shade on the ground, with its elongated light spots like a young girl’s fingers",2,1,96
253,"“Not all,” said Mowgli, laughing; “else there would be a new and strong Shere Khan to kill once a moon. Now, I could kill with my own hands, asking no help of buffaloes. And also I have wished the sun to shine in the middle of the Rains, and the Rains to cover the sun in the deep of summer; and also I have never gone empty but I wished that I had killed a goat; and also I have never killed a goat but I wished it had been buck; nor buck but I wished it had been nilghai. But thus do we feel, all of us.”",1,1,108
254,"“Yes, I have,” nodded Pollyanna, importantly. “I've got a brand-new one. The Ladies' Aid bought it for me—and wasn't it lovely of them, when they wanted the carpet so? Of course I don't know how much red carpet a trunk could buy, but it ought to buy some, anyhow—much as half an aisle, don't you think? I've got a little thing here in my bag that Mr. Gray said was a check, and that I must give it to you before I could get my trunk. Mr. Gray is Mrs. Gray's husband. They're cousins of Deacon Carr's wife. I came East with them, and they're lovely! And—there, here 'tis,” she finished, producing the check after much fumbling in the bag she carried.",1,1,122
255,"But Jas6n persisted. Jas6n was not a bad boy, he was just Jas6n. He was quiet and moody, and sometimes for no reason at all wild, loud sounds came exploding from his throat and lungs. Sometimes I felt like Jas6n, like I wanted to shout and cry, but I never did.",2,2,51
256,"“Come!” Mattie whispered, tugging at his hand.",2,2,7
257,"At about that point, a customer, entering the Professor’s store, forced him to leave his vantage point at the dirty window. So he missed the frantic search that followed. He also missed the indignant scolding when the girls discovered that April’s false eye lashes had fallen before the altar of Nefertiti, where Marshall had found them and quietly beautified one of the button eyes of his octopus.",1,2,67
258,"“As for myself I kept on puzzling to think how I could best save my own life and those of my companions; I schemed and schemed, as one who knows that his life depends upon it, for the danger was very great. In the end I deemed that this plan would be the best; the male sheep were well grown, and carried a heavy black fleece, so I bound them noiselessly in threes together, with some of the withies on which the wicked monster used to sleep. There was to be a man under the middle sheep, and the two on either side were to cover him, so that there were three sheep to each man. As for myself there was a ram finer than any of the others, so I caught hold of him by the back, esconced myself in the thick wool under his belly, and hung on patiently to his fleece, face upwards, keeping a firm hold on it all the time.",2,1,165
259,"Soda came running in. ""Where's that blue shirt. I washed yesterday?"" He took a swig of chocolate milk out of the container.",1,0,22
